content,score,sentiment
gmn nihh udh x jam masih tetap ga bs digunakan udh di uninstall n install ulang coba cara tts jg tetap ga bs poor digital service utk sekelas bca udah mbaakk tetep aja ga bisaa it manaa ada bugs koq ga dibenerin sii,1,0
forceclose terus setelah update tanggal  mohon diperbaiki,1,0
sudah bisa dan tidak force close dengan cara disabled app accessibility yang saya butuhkan as a developer very bad user experience kecewa parah saya rasa harus pindah ke bank lain klo masih berlanjut,1,0
always force close after new update,1,0
tadi pagi aplikasi tidak bisa running selalu reset setelah dua kali di reinstall tetap aplikasi tdk bisa di berjalan selalu keluar,1,0
app saya setiap di menu awal selalu ke close lagi,1,0
setelah update app tdk bisa dibuka selalu force close sudah coba install ulang tepat force close mohon segera ditindaklanjuti,1,0
force close di samsung a g,1,0
unable to open for the past several days always instantly crashing probably since the last update,1,0
setelah update ke versi terbaru aplikasi terus menerus force close di hp oppo as,1,0
i couldnt open the apps before was just fine but now the apps always shut down by themselves i dont know what happened,1,0
setelah diupdate aplikasi tidak bisa dibuka pada os ,1,0
mau buka tapi tdk bisa terbuka tolong dong diperbaiki,1,0
sama hal nya di aplikasi my bca bca mobile ini juga force close melulu app bank lain aman padahal mohon di fix in bca terima kasih,5,2
saya berusaha masuk tapi tidak bisa seperti langsung out dari aplikasinya apakah ada hubungan dengan settingan hape saya atau apa ya,1,0
aplikasi selalu closed saat mau dibuka belum ada solusi sampai saat ini harus call halo bca,3,1
semenjak update terakhir jadi tidak bs dibukabaru dibuka langsung otomatis tertutup sendiri,3,1
 hari force close mulu sampis,1,0
latest update always force close all the time please fix,1,0
i cant open this app every time i try to open it it suddenly close,1,0
aplikasi tidak bisa dipakai saat aplikasi dibuka langsung menutup sendiripadahal versi yang lama super nyamangimana sih bca,1,0
force close instruksi dr instagramnya goodlife suruh nonaktifkan accessibility tetep aja ga bisa lagian aplikasi macam apa yang ribet banget kita harus matiin fitur hape bawaan kita sendiri,1,0
min tolong diperbaiki ini sdh beberapa hari app nya force close sdh install reinstall sama saja,2,0
aplikasi nya sendiri baik tetapi harus mematikan semua akses aksesibilitas yang saya butuh sangat menganggu kalau perlu menggunakan bca mobile tetapi harus mematikan aksesibiliyas aplikasi lain,3,1
sudah uninstall berkali kali ttp aja aplikasinya force close saat mau login ga bisa langsung balik lagi,1,0
tolong di update apps nyaversi terbaru force close begitu di buka device samsung note ,5,2
waduh baru update kemarin sekarang force close terus apk bca mobile gak bisa dibuka,3,1
bodoh kemarin baik² aja  tdk ada update apapun mungkin hari² sblumnya sudah update terbaru pagi ini langsung tetiba forced close terus pdhal genting,1,0
app crash on my device,4,2
force close after the update please fix it,1,0
selalu force close saat coba masuk ke akun entah di device saya saja atau di device yang lain semoga lekas diperbaiki,1,0
versi  tidak bisa di jalankan selalu crash keluar dari aplikasi hp sy samsung galaxy note,1,0
before i will give  star but now i have problem with the app i cant open it it always shutdown close every time i try to open why,4,2
force to close,3,1
app not working anymore after start close by itself edit i tried with  different phones and its with all the phones the same the app opens for a second and after that its closes by itself force to stop on  different phones since the new update the app is useless before everything was fine please check,1,0
sampai saat ini tgl  oktober  setiap buka aplikasi langsung force close posisi aplikasi sudah update versi terbaru  kondisi jaringan stabil,1,0
masih mengalami force closed sekarang nambah ke mybca juga sama,2,0
udah dicoba off accessibility service text to speech talkback dan lain lain tetep force close come on bca nasabah kalian puluhan juta masa mau begini,1,0
abis diupdate malah fc alias mental perbaiki dong,1,0
setelah update app nya jadi force close nih app nya baru dibuka langsung auto close udah reinstall dan clear data udah delete memory juga tetep sama kayanya bug setelah update ke versi terbaru semoga bisa segera diperbaiki,2,0
aplikasi bca mobile di hp saya berkalikali tidak bisa dibuka berulang kali tertutup saat mau dipakai,1,0
app crashes every time i open this app use to work fine but the last few days it doesnt open up making it harder to pay for items,2,0
update terbaru malah bug force closed setelah login please fix it,4,2
good,5,2
aplikasi saya di force close setiap kali dibuka sudah di reinstallpun tetap sama ini apps maunya apa,1,0
update ke versi terbaru malah selalu keluar bisa kalau ingin menggunakan tpi resikonya harus turn off salah satu applikasi penting berhubungan dengan keamanan hp karena masalah accessibility  tolong diperbaiki segera,1,0
apakah aplikasi ini hari ini sedang trouble saya buka menu yg mbca selalu tidak bisa padahal sedang urgent,4,2
please help i cant use the app it keep force closed after i update to andorid ,3,1
apps force close,2,0
harus mematikan semua accessibility untuk bisa menggunakan bca mobile ,3,1
sering crash tengah transaksi crash atau hilang koneksi,3,1
kenapa setelah diupdate selalu force close,1,0
not forcing close after turning off accessibility service for all apps kinda weird tho,4,2
force close,2,0
aplikasi saya force stop gabisa dibuka,1,0
saya tidak dapat membuka aplikasi ini force close untuk versi terakhir,4,2
app force close terus menerus sudah update juga masih force close ga bisa digunakan,3,1
versi terupdatenya yg per hari ini jelek setiap mau login selalu terpental keluar mau di reset data appsnya ataupun reinstall sama aja,1,0
aplikasi bca mobile tidak dapat dibuka saya gunakan infinix hot s nfc dengan versi android  dan versi bca mobile ,1,0
cuman kebuka  detik trus crash tolong segera di fix,1,0
tolong perbaiki force close di android  atau kasih tau cara downgrade ke  soalnya bca ku sdh hampir  minggu tidak bisa di pakai,1,0
butuh pervaian major,1,0
tidak bisa masuk untuk login apps sering force close di hp samsung a,1,0
after the update the app would shut immediately the app was unstable,1,0
setelah update terbaru malah crash terus dan ga bisa dibuka,1,0
setelah update terbaru aplikasi tidak mau dibuka pada hp galaxy fold  saya mohon segera diperbaiki bug nya,3,1
aplikasi habis di update malah crash terus dibuka ngga sampai sedetik udah keluar lagi dari app nya tolong perbaiki ,1,0
force close everytime ive tried all the instructions but still doesnt work this version need to be upgraded,1,0
the bug on th oct  made my business cancelled,1,0
payah,1,0
after the update on the samsung s ultra the app is automatically closed when the user logs in,1,0
after the update the app became completely useless it force closes every time its opened,1,0
good,5,2
forced closed tidak bisa masuk aplikasi baru masuk beranda login saja sudah forced closed sudah  hari ini masih tidak bisa sampe pagi ini,1,0
baru kali ini benerbener ga bisa pake aplikasi mobile selalu force closed udah delete cache ga ada perubahan uda hampir tiga hari ga bisa pake update setelah matiin semua accessibility app akhirnya bisa dipake tapi ini teteo ga bisa diterima sih app accessibility lain itu esensial di mobile saya salah satunya malah security app tolong segera cari solusi ini tetep meresahkan rating ga saya naikkan sebelum solusinya benarbenar komplit,1,0
 okt  force close melulu aplikasinya bank besar seharusnya bisa lebih baik dari ini di review lain dijawab admin utk menggunakan sim  tidak menggunakan wifi pulsa dan paket data masih banyak pakai versi android terbaru hp samsung s saya sudah melakukan semua tapi masih error juga alasan apalagi min disuruh menonaktifkan fitur dasar hp talkback accessibility dll lah kocak bank yg lainnya ga ada isu dgn fitur itu cari alasan aja dah,1,0
versi ini  aplikasi tertutup dengan semdirinya,1,0
bug report  app keep closing by itself,1,0
tidak bisa dibuka di oppo begitu buka langsung nutup sendiri,1,0
bad banget sudah  hari kondisi tidak ada perbaikan semua dana di bca tidak bisa transaksi apapun  tolong dipercepat aplikasi force close acesstability talkback dll tidak menyala update aplikasi terbaru jaringan stabil udah install dan uninstall udah clear data dll sudah dicek berkala juga tidak bisa tolong segera di tindak yaa terimakasih,1,0
not working for samsung phone after the new update fix it i even cant open the app seriously you need to tell your lazy dev  it guy to fix this asap this is major problem,1,0
setiap saya mau buka aplikasi kenapa aplikasinya tertutup sendiri,1,0
ini seharian saya gak bisa buka apk nya pas baru klik apk force close terus pas mau masukin sandi tolong solusinya edit saya udah di versi terbaru kak,1,0
crash terus setelah update terbaru mohon segera diperbaiki,1,0
last update down so bad cant even open the application is force close your new safety feature its cant be used at all what a trash ahh application,1,0
this app auto close i need to access my money now,1,0
force close on android ,2,0
s ultra crash ni ga bs masuk mau gimna,1,0
knpa m banking saya klur terus yah,4,2
crash terus kenapa ini versi terbaru force close tolong di update lg agar compatible dengan os lama,2,0
setelah update terbaru ver  aplikasi tidak bisa dibuka force close tolong diperbaiki,1,0
sudah dari jam  pagi,5,2
bca mobile crash and cant be openeven after do an update version,1,0
sudah bisa jalan lagi,5,2
perlu diupdate lagi ini  tiap kali buka aplikasi langsung tutup otomatisforce close,4,2
error  force close,1,0
force close,1,0
ngecrash blog,1,0
buka langsung force closed,1,0
for those experiencing force close on ver  you should turn off accessibility for other apps bca may prevent us for using mbanking while giving full device accessibility into an other app in terms of security or its just a bug v,5,2
update error versi ,1,0
saya menggunakan huawei p pro semua berjalan lancar sebelum update terakhir setelah update aplikasi tidak bisa terbuka sama sekali setelah install ulang tetap aplikasi tidak dapat terbuka,2,0
kenapa kalo dibuka nutup sendiri kayak crash gitu udah dari pagi sampai jam  malam ini,3,1
hari ini tanggal  oktober  bca mobile saya tidak berfungsi setiap kali buka aplikasi selalu saja langsung tertutup saya menggunakan ponsel redmi note ,1,0
what is wrong with the appsit keeps crashing cant use the apps at all after the last update,1,0
error terus semenjak rgl  okt  masih blm ada update dan perbaikan,1,0
crash terus wok happen ,1,0
bca mobile tidak bs bekerja langsung keluar knapa ya sy pake hp samsung udah install ulang dan update mase blom bs,3,1
aplikasi langsung ke close bbrp detik setelah kebuka,1,0
aplikasi tidak bisa dibuka langsung close,1,0
keep force close after i launch the app,1,0
crash from rhis morning,1,0
force closed on samsung a,1,0
saya coba masuk berkali tidak bisa aplikasi langsung keluar sama sekali tidak bisa akses masuk padahal saya sudah uninstall kemudian install ulang sampai restart hp berkali ttp tidak bisa masuk saya cari tau apakah sedang error ternyata tidak aneh padahal mau transfer jadi kesulitan,1,0
sejak pagi hari ini sampai sekarang mbca banking saya tidak bisa dibuka selalu menutup kembali apakah ini wajar karena ada perawatan dari pusat atau bermasalah,5,2
been  days i cant open the app,1,0
aplikasi ini abis update yang paling terbaru tapi malah cacat accesebility udah di setup juga sama jawaban kok template semua lihat di komen lain nya jawaban nya harus di update padahal kendala muncul karena abis update trus mau di update pake apalagi pake mbanking bank lain gt ngaco aja jawaban nya,1,0
habis update aplikasi force close terus gak bisa dibuka,1,0
my app cnnot used after update ver ,3,1
its latest update sucks i cannot even open the applet alone login ,1,0
crash when i want to open it it wont work,2,0
versi  app selalu force close saat di buka tidak bisa di pakai sama sekali,1,0
mbanking doesnt work forced close again and again ive cleared data  cache restarted etc still no solution,1,0
exellent,5,2
keep crashing on samsung s pls fix asap,1,0
app saya forced quit sendiri padahal selama ini gak pernah ada masalah apa apa sempet mikir sistem maintenance cuma udah coba install ulang tetep aja gak ngaruh ada solusinya kah ,3,1
force close stlh update terahir ini hp dg room custom pake android  padahal sblm update baik saja gmn nih update skrng udh bs,4,2
udah  hari ini sepertinya ada masalah teknis ya app nya dibuka baru  detik nutup sndri udah saya coba reinstall tetep gitu mohon di diperbaiki asap ya app ini bagus kok,2,0
always crash,1,0
ngga bisa dipakai crash terus pas mau dijalankan,1,0
kenapa aplikasi tiba² tidak bisa dibuka setiap diklik langsung menutup dan begitu terus berulang² aplikasi bca mobile di hp istri juga sama begitu tolong segera di perbaiki ya sudah telp halo bca online juga tidak ada perubahan kalau harus ke bank untuk penanganan kan merepotkan,1,0
sudah melakukan cara disable accesbility msh tetep ga bisa padahal kemarin di sore hari aman aja tapi malam hari tiba ga bisa aneh banget sih dev nya,1,0
aplikasi yg sering banget dipake dan biasanya g ada masalah tp sejak update  okt  semua error mau masuk aplikasi g bisa begitu di klik langsung otomatis nutup sendiri aplikasinya uda call halobca dibantu cek dll hasilnya zonk ujungnya cuma disuruh cek berkala aja ini uda hr tetap g ada yg berubah,1,0
aplikasi tertutup sendiri setelah  detik setelah di cek masalahnya ada di aksesibilitas aplikasi mirror layar yang aktif tlink entah untuk masalah keamanan atau gimana intended atau ngga yang jelas ini ganggu karena mirrorring tlinknya aja ga aktif cuma pengaturan aksesibilitasnya aja,3,1
my bca mobile get force closed after update,4,2
app keep closing,3,1
force close terus di samsung se padahal sebelumnya lancar tanpa kendala udah coba uninstall dan restart hp masih tetep sama,1,0
dari kemaren sampai hari ini mbca ga bisa dibuka padahal sudah diinstall ulang berkali mohon diperbaiki bugs diupdate versi yg baru kegiatan untuk transaksi transfer dan pembayaran dari kemaren terganggu dan bikin frustasi sekali,1,0
i cant open it it will crash as soon as i try to launch the app please fix it,1,0
setelah update tgl  okt versi  aplikasi crash dan tidak dapat digunakan sama sekali sudah kontak cs via wa tidak solutif dan diputus chat secara sepihak dan diminta untuk mencoba secara berkala berharap bisa mendadak bisa digunakan,1,0
g bisa di pake habis update tiap dibuka force close sendiri  di update bukannya makin bagus malah bawa masalah,1,0
good,4,2
crash after update to the latest version cant open the application at all,1,0
tetep gua kasih bintang lima tapi kagak bisa transfer cok gimana dong anjrit,5,2
tdk bisa dibuka aplikasinya langsung tertutup bgm ini,1,0
cannot open the app after update,1,0
error after update,3,1
i followed bcas solution for the crash and disabled accessibility it worked but its really annoying because i want to enable it again when will this be fixed,1,0
selalu mati sendiri ga bisa buka sudah berapa hari ini versi yg ini sangat jelek dan mengganggu sekali,1,0
pas buka app ga sampe  detik langsung force close tolong dong,1,0
this app keep crashed after i restarted my hp,1,0
jelek abis update lgs enggak bisa digunakan auto close aplikasinya hp samsung tidak ada kendala sebelumnya dan accessbility dan text to speech dari awal sudah off  jadi masalahnya di aplikasinya yg terbaru kalau bisa sebelum di update di test dulu baru di upload untuk umum kendala kaya gini buat transaksi jadi susah mending yg ver sebelumnya aman saja,1,0
after the update many users such as me experiences app suddenly closes during login it doesnt do that before the update i think thats it im leaving and closing my account this is such an inconvenience i tried to clear cache and restarting my device still nothing i am very disappointed,1,0
halo bca tolonglah ini force close udah dari kapan hari ga ngaruh tuh solusinya disuruh nonaktifkan talkback dan accesibility itu emang ga pernah aktif gimana ini udah  hari ga bisa transaksi,1,0
app versi terbaru ini tidak berjalan di hp saya infinix zero  x versi android  begitu app di akses satu detik kemudian app langsung close mohon perbaikannya karena saya jadi tidak bisa menggunakan app bca mobile saat ini,1,0
please fix the latest version this is really a dumb bug to have i need to turn off and on the services whenever i need to use this app,1,0
tidak berfungsi,1,0
tidak bisa dibuka setelah update sudah coba berapa cara,1,0
kok forceclose teruss,3,1
cant open the app keep crashing,1,0
ngebug terus,1,0
ada bug yang menyebabkan aplikasi force close dan tidak bisa dipakai sama sekali sejak update terakhir aplikasi baru bisa dibuka setelah semua aplikasi lain yang punya akses aksesibilitas dimatikan,1,0
gak bisa di buka,1,0
bca foreclose,1,0
akhir nya saya ktm apa mau nya mbca ini aplikasi lain yg memakai fitur accessibility yg harus di offkan kalau kita mau buka mbca settingaccessibilityinstalleddownloaded app nah aplikasi lain yg fitur accessibility nya on itu harus di offkan solusi saya aktifkan shortcut ada settingnya utk fitur accessibility nya jadi kalau mau buka mbca offkan via shortcut itu kalau sdh selesai onkan lg boleh dicoba dan semoga membantu utk mbca maaf msh bintang  karena bikin ribet,3,1
cant open apk always out,1,0
setelah update tiba force close usless sekali appnya,1,0
tiba tiba crash ga bisa masuk lagi,1,0
aplikasi force close tidak bisa di buka,1,0
after update apps cant open force close,1,0
ada bug force close tolong di perbaiki,1,0
terpantau sejak kemarin  banyak yang complain force closed tapi jawabnya masih penanganan tim terkait terus tapi masih srperti itu hingga detik ini sudah dilakukan nonaktif accesibility latest version jaringan stable masih sama,1,0
keluar sendiri mulu,1,0
fix it dafuq,1,0
update tgl  oktober  bikin rusak selalu forced close dan bukan hanya sy saja yg mengalami saat initgl  oktober masih blm diperbaiki baiknya updat sebelum tgl  ini di rilis lagi dulu biar org bisa pake appsnya berhubung apps ini cukup mempermudah transaksi dan jadi prioritas sambil tim apps nya perbaiki appsnya but no nothing,1,0
yang bermasalah appnya bisa matikan semua accessibility di hpnya,5,2
versi terbaru force close terus sudah mencoba saran dari dev masih sama masih forced close kembalikan versi sebelumnya,1,0
force stop trus,1,0
force close terus,1,0
sudah  hari ini auto close aplikasi saat akan digunakan sangat mengganggu sudah update berkali uninstall  install ulang semoga semua data bukti transfer aman,1,0
cannot open m banking since update always crashes only open klik bca many people complain for  days but still not fixed,1,0
always force close will open this application,2,0
i cant log in recently,3,1
aplikasi tidak dapat dibuka,1,0
i opened it today and crash already clear data clear cache even uninstalled it its still crash pls fix it my phone is samsung galaxy as,1,0
aplikasi saat mau dibuka langsung keluar sendiri solusinya bagimana ,2,0
awalnya apps bagus dan tidak bermasalah tapi setelah update terbaru justru apps tidak bisa dibuka sama sekali sudah reinstalled dan fitur accessibikty di off kan tapi masih sama kasusnya,4,2
cant open the app since the new update please fix it,1,0
saya sdh already disable accesibilityetc but apps alway closed and crash need help fast,3,1
mohon segera diperbaiki untuk versi terbaru tdk bisa dibuka selalu force closed bahkan setelah di reinstall,1,0
force close oppo reno f,1,0
could not enter always forced close after enter the app help,1,0
lg bermslh ya masuk bentar trus out lg² dari kmrn lho kok ga segera dibenerin pdhl org kan butuh buat transaksi sm ngecek masa harus dtg ke lokasi bank lg pdhl kan ga semua org bs dtg kalo pas jam kerja,1,0
setelah update malah g bisa d buka aneh beneran harus nonaktifkan semua downloadtan app yg minta akses aksesibilitas padahal g da hubungannya tap ngaruh,5,2
kenapa aplikasi bca tidak bisa dibuka pak  saya sudah hubung cs bca tetapi setelah melalui semua saran mereka tetap tidak bisa dibuka,4,2
diupdate malah bermasalah aplikasinya,1,0
versi  tidak kompatibel dengan microsoft authenticator dengan accessibility permission aplikasi bca mobile menolak untuk terbuka padahal saya pakai itu karena suka lupa password,3,1
ga bisa buka mbanking setting accessbilty talk apalag tetep ga bs,1,0
aplikasi saya sering error di hp samsung a ,2,0
bad app which the bca keeps on using without developing a better one this keeps crashing or could go offline without reason or justification from the bank keep up the good work ,1,0
why this apps always can not launch whenever i click on the apps this accident happened after updating the apps but when i click on the other apps it launch perfectly the storage should be fine to launch the apps please fix it edit  i use the latest version and access it via wifi and also deactivate the accessibility and talkback too but it still not working,2,0
aplikasi nya kenapa kok setiap kalo saya buka crash terus padahal saya sudah update dan lain lain,1,0
apa apaan matikan accessibility baru bisa pakai gak boleh punya handicap kalau jadi nasabah bca,1,0
crashing suddenly after i open the app i fixed it after turning off all apps in accessibility developer should fix this issue and if they dont want to atleast add a disclaimer since this containts my money and my reciepts,1,0
lg trouble nich,4,2
force close trus update malah makin nyusahin sudah di lakukan settingan yg seperti anda mau tapi masih tetap force close,1,0
aplikasi sudah paling update versi  tetapi masih force close,3,1
latest version the app force close and wont open please consider to fix it,1,0
force close nih update terbarunya tolong segera parbaiki awal buka langsung force close coba reinstall juga sama trima kasih,3,1
hey the app crashed everytime i tried to open it it just immediately closed already reinstalled but no change whats the problem phone is samsung galaxy s thx,5,2
baru  hari lalu error buka app nya langsung keluar lagi sdh kontak ke halo bca akhirnya bisa eh sekarang error lg pdhal versi app sm versi android sudah terbaru semua,3,1
my bca ketika di klik selalu keluar lagi knp ya,1,0
aplikasi masih force close tolong segera diperbaiki,1,0
why i couldnt open this app since yesterday,3,1
setelah update malah force closed terus padahal sehari minimal x transaksi mbanking sekarang jd bingung mana minggu lagi,1,0
always force close,1,0
mohon maaf saya kasih bintang  crash terus min update yang  oktober  mohon segera diperbaiki ,1,0
diperbaiki  thank you,5,2
suddenly the apps isnt working on my phone every time i try to open the apps it didnt work,1,0
terpental setiap kali buka aplikasi sudah mengikuti saran padahal kapan kira selesainya perbaikan,1,0
setelah updated  oktober  aplikasi jadi ke force closed ketika bru dibuka sebentar,1,0
setelah diupdate malah tidak bisa masuk login ini kenapa ya,1,0
kenapa setelah update buka aplikasi nya kena force out terusjadi ngak bisa di pakai,5,2
aplikasi versi  bermasalah aplikasi setiap mau dibuka crash selalu sebelumnya versi tidak ada masalah features accessbility juga tidak pernah dihidupkan kecewa upgrade yang release seperti ini,1,0
kenapa selalu crash ya saat buka aplikasinya sudah melakukan semua dari review sebelumnya tapi tidak berhasil tolong segera diperbaiki terima kasih,2,0
force close,1,0
update oktober force close terus gabisa dibuka,3,1
sering banget bug ini versi terbaru gabisa dibuka,1,0
apps not working and forced close every second we openen the apps what are you doing devs ,1,0
force close,1,0
update terakhir di buka langsung balik ke menu hp kenapa tolong d perbaiki,1,0
aplikasi error terus tiba keluar dan ga bisa login lagi karna otp tidak pernah muncul,1,0
always crash on infinix gt  pro pls fix it,1,0
crash and cant open my device is infinix,2,0
sdh bisa digunakan terima kasih,3,1
tidak bisa di buka pakai android yg lama,3,1
new update make error s ultra,1,0
sudah pakai cukup lama tiba suka mati dan skrg tidak mau dibuka sudah di uninstall trus di install lagi tetap tidak mau dibuka no recommended,1,0
applikasi eror sudah coba uninstall lalu install aplikasi close sendiri setelah dibuka  detik hari ini,5,2
this latest update has completely broken the app it force closes immediately every time i try to open it making it unusable ive tried all the suggested fixes like disabling accessibility services but nothing works,1,0
mbanking eror setiap ngeclik appsnya kill,1,0
 version is broken,1,0
setelah updated terakhir selalu force to closed terus tolong perbaiki,2,0
overall bagus ya cuman plis tambahin fitur biometrik dong biar lebih aman suka tiba forced closed tuh kenapa ya,4,2
crash to desktop tiap kali dibuka semenjak update terakhir,1,0
force stop terus,1,0
kenapa tiba ga bisa menggunakan fold keep closingsejak update trakhir,3,1
kemarin masih bisa di gunakan hari ini ketika buka bca mobile aplikasi nya forced close terus lagi makan di restoran jadi kewalahan bayar  star kalau sudah di fix,1,0
setelah update malah gak bisa dipakai sama sekali baru dibuka udah langsung tutup aplikasinya gimana ini,1,0
sekelas bca bisa error gini setelah di update harusnya dicoba di hp dulu sebelum di upload ke play store nyusahin orang aja udah install ulang juga gak bisa udah habis pulsa di potong buat daftar ulang,1,0
update baru bikin aplikasi force close semua orang kena dampaknya,1,0
sudah mengikuti pentunjuk untuk menonaktifkan fitur accesbility tetap force close setelah update last version tanggal  oct pada device a,1,0
setelah update error force close gak bisa di buka,1,0
setelah update terbaru aplikasi tidak bisa dibuka lagi aplikasinya semua saran dari admin sudah dicoba tapi tidak ada yg berhasil tolong diupdate lg dan diperbaiki semua saran sudah dicoba,1,0
cannot enter the apps dont know what happens one time everything was ok then cannot enter the apps,1,0
setelah diupdate aplikasinya force closed terus tidak bisa dibuka dan digunakan sudah menghuhubgi halo bca dan mengukuti saran untuk mematikan aksesibilitas dan ganti jaringan tetap tidak bisa padahal dari awal aksesibilitas tidak aktif dan jaringan sudah pakai nomor yang nyambung dengan bca mobile install ulang juga tidak bisa dan balik lagi kenapa harus mematikan sebuah fitur untuk mengakses bca mobile mohon perbaikannya,1,0
bca mobile di android selalu crash saat di buka teman dan saudara semua mengalami hal yg sama sudah  hari tidak ada solusi ,1,0
app force close ketika dibuka sayang sekali padahal sehabis update seharusnya tidak ada masalah,1,0
setelah upgrade versi terbaru force close terus haduuh,1,0
setelah update versi terakhiraplikasi tidak bisa dibukaforce close terus tolong perbaikan nya sudah stabil jaringan dan sudah di update versi terbaru masih sering force close ini terjadi setelah di update versi terbaru nya,2,0
this app has been crashing since  days ago cant do any thing with this app please have it fixed asap why do you keep mentioning the accessibility i have it all turned off and which version are you referring to,1,0
simple fast and reliable,5,2
force close trus aneh nih mobile banking nya ga jelas bgt update  sudah reinstall ga pernah pake accessbility dll pertanyaan nya mobile banking yg lain aman aja bca doang yg bermasalah sejak  hari ini,1,0
baru buka aplikasi langsung menutup dengan sendirinya sehingga tidak bisa digunakan,3,1
aplikasi crash setelah update dan install ulang setiap buka langsung tutup sendiri pls update bug nya segera dan accesbility function saya tidak aktif,1,0
working just fine before oct th  automatically updated now when the apps open suddenly crash,3,1
i got force close after the update,1,0
kenapa ya semenjak update versi  hari yg lalu sekarang tidak bisa dibuka ketika di klik selalu otomatis ke tutup aplikasinya hal ini terjadi setelah update kalau pake versi lama sebelum update mah lancar ajamao downgrade lagi gak tau caranya,4,2
force close trus pada saat buka aplikasi di update tan terbarutolong di perbaharui dan di perbaiki kendala nya,1,0
the app will not load the subfunctions and returns to the home page before disappearing from the screen please fix this error immediately what does accessibility service mean i worked in the global telecoms industry for over  years and i have never heard that expression  the latest version of the bca mobile app was clearly not ready for external release you guys should be working round the clock to fix this bug,1,0
update  bermasalah memaksa user utk matikan aplikasi lain yg punya full accessibility dalam case saya memaksa saya mematikan bitdefender security yg menjaga device saya dari attack dari luar jadi ssdh update aplikasinya egois bikin ribet setiap kali mau dipake harus matikan trus ssdh pakai harus nyalain lagi my protection sebenarnya kalo mau egois ya harus mau tanggung jawab utk proteksi device dari user dari all kind of attacks semoga developer  bca nya cepet beresin,1,0
setelah update aplikasinya malah ga bisa dibuka ketutup sendiri terus udah gitu jangan nyalahin customer lah ini masalahnya aplikasi kalian yang gak beres,4,2
bca mobile gk bs dibuka tb² force close sndri mohon bantuannya,1,0
sudah diupdate ke vers  accesibilitytext to speech always off but still force close,1,0
sampai hari ini masih gak bisa programmer nya lulusan sma apa tutorial youtube cuy,1,0
saran untuk accessibility di realme tidak bisa dan aplikasi masih tidak bisa digunakan kegiatan finansial terganggu,1,0
pakai s  ultra force close trs itu gmn solusi nya ,2,0
kok force close bca mobilenyaselalu diklik ke buka lga ketutup lg gimana cara perbaikinnyaa,1,0
habis update di android mbca mental terus solusi  reset accessibility setting,5,2
setelah saya mematikan accessibility service pada salah satu app yg saya install app killer bca mobile sudah bisa dipakai terima kasih ya,5,2
we are required to manually disable all apps accessibility in order to access bca mobile please evaluate again i dont think bcas shareholders will also willing to manually disable all apps accessibility prior the use esp those old generations your it director might get the call from the big boss to explain about this inconvenient decision,2,0
sekelas bca update aplikasi force close terus,1,0
force closed after update,2,0
force closed pada update terakhir versi  saya kira cuma saya yang mengalami pas baca recent review ternyata banyak tolong segera diperbaiki ya terimakasih,1,0
gabisa dibuka jing,1,0
app always crashes when opened rollback immediately to previous version why not back test before publishing,1,0
tidak bisa akses aplikasi buka langsung mati please help tidak bisa transaksi,1,0
 aplikasi tidak bisa di buka sama sekali,1,0
apkikasinya baru saya update tidak bisa digunakan sebelumnya tidak pernah ada masalah,3,1
setelah update langsung dc setiap kali mau klik appnya,1,0
the latest update cause the apps to force close and the only way to use the apps is by turning off all the accesibility in your device this is hands down the most idiotic things ive seen in an update it makes the apps no longer accesible for people who have to rely on texttospeech and such used to love the apps for their nononsense but now it is just a nonsense,1,0
kenapa jadi force close x update terakhir hari ini dan kemarin tolong segera diperbaiki terima kasih sudah mengikuti instruksi sampai akhirnya install ulang masih tetap force close alhamdulillah sudah bisa jalan lagi terima kasih solusinya ada di channel youtube bca tetap terbaikss,5,2
update seluruh saran sudah dicek dr awal tdk ada yg aktif aplikasi sudah dihapus dan diinstall kembali tp masih belum berhasil menjalankan app masih forced close pagi ini app nya g bs dibuka di android ,2,0
pas buka apps nya tiba keluar sendiri kek mental gitu,1,0
today bca mobile force close oppo reno  snapdragon,1,0
keluar terus appnya parah dah,1,0
selalu force close baru buka dan belum login uda force close makin kacau saja,1,0
admin gercep pas trouble,5,2
cannot open apps and always force close for google pixel a g,1,0
versi  force close nih gimana,4,2
errorr force close terus di saat genting hrus kluar parkiran,1,0
setelah update aplikasi tidak bisa dibuka dan langsung tutup tanpa ada kesempatan isi password,1,0
update terakhir bermasalah tolong segera perbaiki,1,0
force exit,3,1
kacau hari ini tanggal  force closed meluludaftar rekening pun tiba tiba ada yang hilangdan no yg terdaftar pun ikut hilangversi  ga cocok di hp sayasaya sudah downgrade ke lbh stabil,1,0
after update app keep crashing  ill try everything install uninstall apps allow all permission clear cache and storage etc still the same keep crashing happen there is no problem with other banking mobile like bni and btn mobile today  oct  only bca mobile keep crashing  sec while in menu after update to this new version please fix it asap,1,0
gk bisa dibuka,1,0
setelah update aplikasi selalu force close,1,0
 always force close unusable,1,0
so sad update bca mobile apps was problem broken force close i think many bug herepls fix it and i cant used anymore this apps,1,0
setelah update malah ga bisa dibuka ketutup terus force closed,2,0
bca mobile menurut sy adalah mobile banking yg paling baik tidak sulit utk digunakan,5,2
force closed massal belum ada tindakan apapun dr bca nya ngasih solusi gak membantu,1,0
